fiscal_year,agency_name,payee_name,payee_cleaned,payee_zip,amount
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,VERIZON MARYLAND INC,VERIZON MARYLAND INC,12212,1212333.78
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,VERIZON WIRELESS,VERIZON WIRELESS,07101,573433.45
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,VINCENT D. CLEARY JR.,VINCENT D. CLEARY JR.,20763,36806.4
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,VISTA HIGHER LEARNING INC,VISTA HIGHER LEARNING INC,02116,55956.51
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,VISTA HIGHER LEARNING INC,VISTA HIGHER LEARNING INC,02284,36801.94
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,VMDO ARCHITECTS PC,VMDO ARCHITECTS PC,22902,290528.88
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"VMDO ARCHITECTS, P.C.",VMDO ARCHITECTS PC,22902,1296022.58
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,VOYAGER SOPRIS LEARNING INC,VOYAGER SOPRIS LEARNING INC,02284,42175.35
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,VSC FIRE AND SECURITY INC,VSC FIRE AND SECURITY INC,23005,290629.4
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,VWR INTERNATIONAL LLC,VWR INTERNATIONAL LLC,15264,126277.91
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,W L GARY COMPANY INC,W L GARY COMPANY INC,20012,6263993.88
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,W W GRAINGER INC,W W GRAINGER INC,60038,158845.86
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"W. W. NORTON & COMPANY, INC.","W. W. NORTON & COMPANY, INC.",18512,14820
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WALDON STUDIO ARCHITECHTS & PLANNERS PC,WALDON STUDIO ARCHITECTS & PLANNERS PC,21046,20242.57
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"WALDON STUDIO ARCHITECTS & PLANNERS, PC",WALDON STUDIO ARCHITECTS & PLANNERS PC,21046,53292.85
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WALKER WILLIS CORP,WALKER WILLIS CORP,20860,867230.75
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WALTON MADDEN COOPER ROBINSON PONESS INC,WALTON MADDEN COOPER ROBINSON PONESS INC,20770,322867
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WALTON MADDEN COOPER ROBINSON PONESS INC,WALTON MADDEN COOPER ROBINSON PONESS INC,20747,394424
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WASHINGTON COUNTY BOARD OF EDUCATION,WASHINGTON COUNTY BOARD OF EDUCATION,21740,55248
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WASHINGTON GAS LIGHT COMPANY,WASHINGTON GAS LIGHT COMPANY,22151,2824274.26
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WASHINGTON MUSIC SALES CENTER INC,WASHINGTON MUSIC SALES CENTER INC,20902,205549.55
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WASHINGTON SUBURBAN SANITARY COMMISSION,WASHINGTON SUBURBAN SANITARY COMMISSION,20707,3577157.03
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WATERFORD RESEARCH INSTITUTE,WATERFORD RESEARCH INSTITUTE LLC,84093,49187.96
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WAYSIDE PUBLISHING,WAYSIDE PUBLISHING,04032,424186.93
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WB MASON COMPANY INC,WB MASON COMPANY INC,02298,468532.62
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WEATHER CONTROL INC,WEATHER CONTROL INC,22304,74322
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WEISS BROS OF HAGERSTOWN INC,WEISS BROS OF HAGERSTOWN INC,21740,87101.83
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WENGER CORPORATION,WENGER CORPORATION,55485,163752
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WERRES CORP,WERRES CORP,21275,65622.35
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WEVIDEO INC,WEVIDEO INC,94025,59500
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WEYER'S FLOOR SERVICE INC,WEYER'S FLOOR SERVICE INC,21113,356747.84
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WGL ENERGY SERVICES INC,WGL ENERGY SERVICES INC,22182,9815098.16
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WILLIAMS SCOTSMAN INC,WILLIAMS SCOTSMAN INC,60693,418749.71
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WINCHESTER HOMES INC,WINCHESTER HOMES INC,20854,255680
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WKM SOLUTIONS LLC,WKM SOLUTIONS LLC,20006,97346.6
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WKM SOLUTIONS LLC,WKM SOLUTIONS LLC,20036,67955
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WLR AUTOMOTIVE GROUP INC,WLR AUTOMOTIVE GROUP INC,21703,26425.78
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,WW NORTON & CO INC,WW NORTON & CO INC,18512,22657.28
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,XEROX CORPORATION,XEROX CORPORATION,19182,349627.98
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,YOTI N N & ASSOCIATES INC,YOTI N N & ASSOCIATES INC,20832,180694.6
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,ZEAGER BROTHERS INC,ZEAGER BROTHERS INC,17057,89418
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,ZOVIO INC,ZOVIO INC,90067,834253.2
2018,NA,AASA,AASA,NA,25000
2018,NA,ABC CLIO INC,ABC CLIO INC,NA,26272
2018,NA,ABDO PUBLISHING COMPANY,ABDO PUBLISHING COMPANY,NA,69391
2018,NA,ACCREDITED LOCK AND DOOR HARDWARE CO,ACCREDITED LOCK AND DOOR HARDWARE CO,NA,45550
2018,NA,ACCULINE ENTERPRISES INC,ACCULINE ENTERPRISES INC,NA,49080
2018,NA,ACER SERVICE CORPORATION,ACER SERVICE CORPORATION,NA,295750
2018,NA,ACME PAPER & SUPPLY CO INC,ACME PAPER & SUPPLY CO INC,NA,811144
2018,NA,ACT INC,ACT INC,NA,92707
2018,NA,ADVANCEPIERRE FOODS INC,ADVANCEPIERRE FOODS INC,NA,765443
2018,NA,ADVENTIST REHABILITATION HOSPITAL OF MARYLAND INC,ADVENTIST REHABILITATION HOSPITAL OF MARYLAND INC,NA,264750
2018,NA,AFP INDUSTRIES INC,AFP INDUSTRIES INC,NA,350670
2018,NA,AIRECO SUPPLY INC,AIRECO SUPPLY INC,NA,33935
2018,NA,ALAN TYE & ASSOCIATES LC,ALAN TYE & ASSOCIATES LC,NA,99097
2018,NA,ALARM TECH SOLUTIONS LLC,ALARM TECH SOLUTIONS LLC,NA,26391
2018,NA,ALBAN ENGINEERING INC,ALBAN ENGINEERING INC,NA,77500
2018,NA,ALL DAY MEDICAL CARE CLINIC,ALL DAY MEDICAL CARE CLINIC,NA,85572
2018,NA,AMBER ENTERPRISES INC,AMBER ENTERPRISES INC,NA,380621
2018,NA,AMERICAN AIR FILTER COMPANY INC,AMERICAN AIR FILTER COMPANY INC,NA,340821
2018,NA,AMERICAN COMBUSTION INDUSTRIES INC,AMERICAN COMBUSTION INDUSTRIES INC,NA,1823697
2018,NA,AMERICAN REPROGRAPHICS INC,AMERICAN REPROGRAPHICS INC,NA,39767
2018,NA,AMERICAN SCIENTIFIC LLC,AMERICAN SCIENTIFIC LLC,NA,55229
2018,NA,AMERICAN TENNIS COURTS INC,AMERICAN TENNIS COURTS INC,NA,1735641
2018,NA,AMERICAN TRUCK & BUS INC,AMERICAN TRUCK & BUS INC,NA,16773614
2018,NA,AMERIGAS PROPANE LP,AMERIGAS PROPANE LP,NA,90706
2018,NA,AMPLIFY EDUCATION INC,AMPLIFY EDUCATION INC.,NA,551302
2018,NA,AON CONSULTING INC,AON CONSULTING INC,NA,373241
2018,NA,APEX COMPANIES LLC,APEX COMPANIES LLC,NA,548013
2018,NA,APEX LEARNING INC,APEX LEARNING INC,NA,98550
2018,NA,APPLE & EVE LLC,APPLE & EVE LLC,NA,30870
2018,NA,APPLE INC,APPLE INC,NA,1040395
2018,NA,ARCHITECTURE INC,ARCHITECTURE INC,NA,1931227
2018,NA,ARK SYSTEMS INC,ARK SYSTEMS INC,NA,47742
2018,NA,ARTICULATE GLOBAL INC,ARTICULATE GLOBAL INC,NA,25232
2018,NA,ASBESTOS SPECIALISTS INC,ASBESTOS SPECIALISTS INC,NA,237185
2018,NA,ASCOM HASLER MAILING SYSTEMS,ASCOM HASLER MAILING SYSTEMS,NA,270000
2018,NA,ASSOCIATED CATHOLIC CHARITIES INC,ASSOCIATED CATHOLIC CHARITIES INC.,NA,180593
2018,NA,ASSOCIATED CONTROLS INC,ASSOCIATED CONTROLS INC,NA,59861
2018,NA,ASSOCIATED PROFESSIONAL REHABILITATION SERVICES INC,ASSOCIATED PROFESSIONAL REHABILITATION SERVICES INC,NA,71014
2018,NA,ASSOCIATION FOR UNMANNED VEHICLE SYSTEMS INTERNATIONAL FOUNDATION INC,ASSOCIATION FOR UNMANNED VEHICLE SYSTEMS INTERNATIONAL FOUNDATION INC,NA,35645
2018,NA,AT&T MOBILITY II LLC,AT&T MOBILITY II LLC,NA,354446
2018,NA,ATC HEALTHCARE SERVICES INC,ATC HEALTHCARE SERVICES INC,NA,86180
2018,NA,ATLANTECH ONLINE INC,ATLANTECH ONLINE INC,NA,683131
2018,NA,ATTAINMENT COMPANY,ATTAINMENT COMPANY,NA,48704
2018,NA,AUDIO VISUAL INNOVATIONS INC,AUDIO VISUAL INNOVATIONS INC,NA,38181
2018,NA,"AUTOMATIC NURSING CARE SERVICES, INC","AUTOMATIC NURSING CARE SERVICES, INC",NA,53534
2018,NA,AUTOMOTIVE SUPPORT SERVICES INC,AUTOMOTIVE SUPPORT SERVICES INC,NA,178241
2018,NA,AZTECH DATASYSTEMS INC,AZTECH DATASYSTEMS INC,NA,177287
2018,NA,B & H FOTO & ELECTRONICS CORP,B & H FOTO & ELECTRONICS CORP,NA,260119
2018,NA,B W WILSON PAPER COMPANY INC,B.W. WILSON PAPER COMPANY INC.,NA,141582
2018,NA,BAKER & TAYLOR INC,BAKER & TAYLOR INC,NA,58670
2018,NA,BANC OF AMERICA PUBLIC CAPITAL CORP,BANC OF AMERICA PUBLIC CAPITAL CORP,NA,32280952
2018,NA,BAPTIST CONVENTION OF MD/DE,BAPTIST CONVENTION OF MD/DE,NA,164074
2018,NA,BARNES & NOBLE BOOKSELLERS INC,BARNES & NOBLE BOOKSELLERS INC.,NA,121915
2018,NA,BELL TECHLOGIX INC,BELL TECHLOGIX INC,NA,2029001
2018,NA,BENCHMARK EDUCATION COMPANY LLC,BENCHMARK EDUCATION COMPANY LLC,NA,115854
2018,NA,BENEDICTINE SCHOOL,BENEDICTINE SCHOOL,NA,2293270
2018,NA,BENEFIT STRATEGIES LLC,BENEFIT STRATEGIES LLC,NA,5579857
2018,NA,BERRY DUNN MCNEIL & PARKER LLC,BERRY DUNN MCNEIL & PARKER LLC,NA,89860
2018,NA,"BETANCES, PAUL A","BETANCES, PAUL A",NA,44275
2018,NA,BGE,BGE,NA,492690
2018,NA,BLACKBOARD INC,BLACKBOARD INC.,NA,501554
2018,NA,BLICK ART MATERIALS LLC,BLICK ART MATERIALS LLC,NA,58828
2018,NA,BOARD OF CHILD CARE OF THE UNITED METHODIST CHURCH INC,BOARD OF CHILD CARE OF THE UNITED METHODIST CHURCH INC,NA,184720
2018,NA,BOARD OF EDUCATION OF BALTIMORE COUNTY,BOARD OF EDUCATION OF BALTIMORE COUNTY,NA,120659
2018,NA,BOB MCCLOSKEY AGENCY LLC,BOB MCCLOSKEY AGENCY LLC,NA,54974
2018,NA,BOBS OVERHEAD DOOR REPAIR & SERVICE INC,BOBS OVERHEAD DOOR REPAIR & SERVICE INC,NA,29462
2018,NA,BOILER & FURNACE CLEANERS INC,BOILER & FURNACE CLEANERS INC,NA,239235
2018,NA,BOLAND TRANE SERVICES INC,BOLAND TRANE SERVICES INC,NA,66725
2018,NA,BOWMAN SALES & EQUIPMENT INC,BOWMAN SALES & EQUIPMENT INC,NA,74320
2018,NA,BRIGGS CHANEY WALK IN CLINIC LLC,BRIGGS CHANEY WALK IN CLINIC LLC,NA,37380
2018,NA,BRIGHTVIEW HOLDINGS INC,BRIGHTVIEW HOLDINGS INC,NA,285288
2018,NA,BRINJAC ENGINEERING INC- A NELSON COMPANY,BRINJAC ENGINEERING INC.,NA,500736
2018,NA,BROOK LANE HEALTH SERVICES INC,BROOK LANE HEALTH SERVICES INC,NA,1638487
2018,NA,BUCKHORN INC,BUCKHORN INC,NA,26957
2018,NA,BUILDING AUTOMATION SERVICES INC,BUILDING AUTOMATION SERVICES INC,NA,292237
2018,NA,BUILDING DYNAMICS LLC,BUILDING DYNAMICS LLC,NA,205583
2018,NA,BUNN LLC,BUNN LLC,NA,67628
2018,NA,"BURDETTE, KOEHLER, MURPHY & ASSOCIATES INC","BURDETTE, KOEHLER, MURPHY & ASSOCIATES INC",NA,109750
2018,NA,BURMAX COMPANY INC,BURMAX COMPANY INC,NA,27819
2018,NA,BUS PATROL AMERICA LLC,BUS PATROL AMERICA LLC,NA,1553350
2018,NA,BUSINESS SOFTWARE INC,BUSINESS SOFTWARE INC,NA,29547
2018,NA,BUSY SERVICE INC,BUSY SERVICE INC,NA,33246
2018,NA,C. ARCHER AND ASSOCIATES,C. ARCHER AND ASSOCIATES LLC,NA,134045
2018,NA,C. N. ROBINSON LIGHTING SUPPLY CO INC,C. N. ROBINSON LIGHTING SUPPLY CO INC,NA,116269
2018,NA,C.A.S INDUSTRIES INC,C.A.S INDUSTRIES INC,NA,41222
2018,NA,CA INC,CA INC,NA,75820
2018,NA,CADAN TECHNOLOGIES,CADAN TECHNOLOGIES,NA,85579
2018,NA,CALFED FINANCIAL CORP,CALFED FINANCIAL CORP,NA,232433
2018,NA,CALICO INDUSTRIAL SUPPLY LLC,CALICO INDUSTRIAL SUPPLY LLC,NA,108097
2018,NA,CANON FINANCIAL SERVICES INC,CANON FINANCIAL SERVICES INC,NA,179317
2018,NA,CANON SOLUTIONS AMERICA INC,CANON SOLUTIONS AMERICA INC,NA,155345
2018,NA,"CANTWELL - CLEARY CO., INC","CANTWELL - CLEARY CO., INC",NA,55890
2018,NA,CAPITOL DOCUMENT SOLUTIONS LLC,CAPITOL DOCUMENT SOLUTIONS LLC,NA,924567
2018,NA,CARGILL KITCHEN SOLUTIONS INC,CARGILL KITCHEN SOLUTIONS INC,NA,218304
2018,NA,CARING NURSES SERVICES INC,CARING NURSES SERVICES INC,NA,61950
2018,NA,"CARNEY, KELEHAN, BRESLER, BENNETT & SCHERR LLP","CARNEY, KELEHAN, BRESLER, BENNETT & SCHERR LLP",NA,754306
2018,NA,CAROLINA BIOLOGICAL SUPPLY CO,CAROLINA BIOLOGICAL SUPPLY CO,NA,175770
2018,NA,CAROLINA IMAGING & COMPUTER PRODUCTS INC,CAROLINA IMAGING & COMPUTER PRODUCTS INC,NA,675492
2018,NA,CDW GOVERNMENT LLC,CDW GOVERNMENT LLC,NA,18109533
2018,NA,CENGAGE LEARNING INC,CENGAGE LEARNING INC.,NA,423582
2018,NA,CENTENNIAL CONTRACTORS ENTERPRISES INC,CENTENNIAL CONTRACTORS ENTERPRISES INC.,NA,227100
2018,NA,CENTER FOR APPLIED LINGUISTICS,CENTER FOR APPLIED LINGUISTICS,NA,63160
2018,NA,CENTER FOR AUTISM AND RELATED DISORDERS LLC,CENTER FOR AUTISM AND RELATED DISORDERS LLC,NA,56090
2018,NA,CENTERS FOR ADVANCED ORTHOPAEDICS LLC,CENTERS FOR ADVANCED ORTHOPAEDICS LLC,NA,60000
2018,NA,CHELSEA SCHOOL,CHELSEA SCHOOL,NA,44392
2018,NA,CHESAPEAKE COMMUNICATIONS INC,CHESAPEAKE COMMUNICATIONS INC,NA,39977
2018,NA,CHILD'S WORLD,CHILD'S WORLD,NA,26356
2018,NA,CIRCLE ELECTRIC INC,CIRCLE ELECTRIC INC,NA,37282
2018,NA,CITIROOF CORP,CITIROOF CORP,NA,942446
2018,NA,CITY OF ROCKVILLE,CITY OF ROCKVILLE,NA,373578
2018,NA,CLAMPETT INDUSTRIES LLC,CLAMPETT INDUSTRIES LLC,NA,601376
2018,NA,CLARK ASSOCIATES INC,CLARK ASSOCIATES INC,NA,376320
2018,NA,CLARK AZAR & ASSOCIATES,CLARK AZAR & ASSOCIATES INC.,NA,319157
2018,NA,CLAYWORKS SUPPLY INC,CLAYWORKS SUPPLIES INC.,NA,39032
2018,NA,CLIFTONLARSONALLEN LLP,CLIFTONLARSONALLEN LLP,NA,162000
2018,NA,CLINTON LEARNING SOLUTIONS LLC,CLINTON LEARNING SOLUTIONS LLC,NA,85683
2018,NA,COLE ROOFING CO INC,COLE ROOFING CO INC,NA,623128
2018,NA,COLLEGE ENTRANCE EXAMINATION BOARD,COLLEGE ENTRANCE EXAMINATION BOARD,NA,482908
2018,NA,"COLOSSAL CONTRACTORS, INC","COLOSSAL CONTRACTORS, INC",NA,622993
2018,NA,COMCAST,COMCAST,NA,666824
2018,NA,COMMISSIONERS OF POOLESVILLE,COMMISSIONERS OF POOLESVILLE,NA,29876
2018,NA,COMMITTEE FOR CHILDREN,COMMITTEE FOR CHILDREN,NA,26997
2018,NA,COMMUNITY PRODUCTS LLC,COMMUNITY PRODUCTS LLC,NA,196335
2018,NA,COMMUNITY SERVICES FOR AUTISTIC ADULTS AND CHILDREN,COMMUNITY SERVICES FOR AUTISTIC ADULTS AND CHILDREN,NA,994035
2018,NA,COMMUNITY SUPPORT SERVICES,COMMUNITY SUPPORT SERVICES,NA,3298801
2018,NA,CONAGRA BRANDS INC,CONAGRA BRANDS INC,NA,325707
2018,NA,CONSERV FLAG COMPANY,CONSERV FLAG COMPANY,NA,27910
2018,NA,"CONSOLIDATED COMMERCIAL SERVICES, LLC","CONSOLIDATED COMMERCIAL SERVICES, LLC",NA,85626
2018,NA,CONTROL SOURCES LLC,CONTROL SOURCES LLC,NA,941904
2018,NA,COPIERS PLUS INC,COPIERS PLUS INC,NA,29000
2018,NA,COTTON EXCHANGE SUBTENANT LLC,COTTON EXCHANGE SUBTENANT LLC,NA,32768
2018,NA,COUGHLAN COMPANIES INC,COUGHLAN COMPANIES LLC,NA,343782
2018,NA,COX SUBSCRIPTIONS INC,COX SUBSCRIPTIONS INC,NA,91766
2018,NA,CRISIS PREVENTION INSTITUTE INC,CRISIS PREVENTION INSTITUTE INC,NA,35745
2018,NA,CRISWELL CHEVROLET INC,CRISWELL CHEVROLET INC,NA,163192
2018,NA,CULINARY VENTURES MARYLAND,CULINARY VENTURES MARYLAND,NA,294199
2018,NA,CUMMINS POWER SYSTEMS LLC,CUMMINS POWER SYSTEMS LLC,NA,61042
2018,NA,CURRICULUM ASSOCIATES LLC,CURRICULUM ASSOCIATES LLC,NA,231789
2018,NA,"CURVATURE, INC","CURVATURE, INC",NA,183389
2018,NA,DABOTER INC,DABOTER INC,NA,84616
2018,NA,DAIKIN APPLIED AMERICAS INC,DAIKIN APPLIED AMERICAS INC,NA,1277445
2018,NA,DAIRY MAID DAIRY LLC,DAIRY MAID DAIRY LLC,NA,3616621
2018,NA,DALY COMPUTERS INC,DALY COMPUTERS INC,NA,25272
2018,NA,DATA NETWORKS OF AMERICA INC,DATA NETWORKS OF AMERICA INC,NA,4334637
2018,NA,DATA RECOGNITION CORPORATION,DATA RECOGNITION CORPORATION,NA,186312
2018,NA,DAWKINS MANAGEMENT INC,DAWKINS MANAGEMENT INC,NA,183518
2018,NA,DEALMED MEDICAL SUPPLIES LLC,DEALMED MEDICAL SUPPLIES LLC,NA,25142
2018,NA,DECKER INC,DECKER INC,NA,30916
2018,NA,DELL MARKETING LP,DELL MARKETING LP,NA,413652
2018,NA,DELMAR ARCHITECTS PA,DELMAR ARCHITECTS PA,NA,827045
2018,NA,DELTA-T GROUP MARYLAND INC,DELTA-T GROUP MARYLAND INC,NA,77527
2018,NA,DEMCO INC,DEMCO INC,NA,52730
2018,NA,DEMPSEY UNIFORM AND LINEN SUPPLY INC,DEMPSEY UNIFORM AND LINEN SUPPLY INC,NA,42263
2018,NA,DENVER-ELEK INC,DENVER-ELEK INC,NA,292887
2018,NA,DGS EDUCATIONAL PRODUCTS,DGS EDUCATIONAL PRODUCTS,NA,29724
2018,NA,DISCOVERY EDUCATION INC,DISCOVERY EDUCATION INC,NA,289262
2018,NA,DIVERSIFIED EDUCATIONAL SYSTEMS INC,DIVERSIFIED EDUCATIONAL SYSTEMS INC,NA,78579
2018,NA,DLA PIPER RUDNICK GRAY CARY US LLP,DLA PIPER RUDNICK GRAY CARY US LLP,NA,88406
2018,NA,DORI FOODS INC,DORI FOODS INC,NA,752982
2018,NA,"DORSEY, LATISA T","DORSEY, LATISA T",NA,31084
2018,NA,DOURON INC,DOURON INC,NA,3971604
2018,NA,DREAMBOX LEARNING,DREAMBOX LEARNING,NA,65080
2018,NA,DS SERVICES OF AMERICA INC,DS SERVICES OF AMERICA INC,NA,109915
2018,NA,DUBOIS CONSTRUCTION INC,DUBOIS CONSTRUCTION INC,NA,2199608
2018,NA,DUSTIN CONSTRUCTION INC,DUSTIN CONSTRUCTION INC,NA,35301579
2018,NA,E.A.R.N CONTRACTORS INC,E.A.R.N CONTRACTORS INC,NA,105944
2018,NA,EAI SECURITY SYSTEMS INC,EAI SECURITY SYSTEMS INC,NA,108067
2018,NA,EAST COAST WELDING AND CONSTRUCTION CO INC,EAST COAST WELDING AND CONSTRUCTION CO INC,NA,178436
2018,NA,EAST WEST TELECOMMUNICATIONS INC,EAST WEST TELECOMMUNICATIONS INC,NA,477209
2018,NA,"EDG2, INC","EDG2, INC",NA,83760
2018,NA,EDUCATION STRATEGY GROUP LLC,EDUCATION STRATEGY GROUP LLC,NA,45000
2018,NA,EDVOTEK INC,EDVOTEK INC,NA,44297
2018,NA,EIS OFFICE SOLUTIONS,EIS OFFICE SOLUTIONS,NA,329484
2018,NA,ELCON ENTERPRISES INC,ELCON ENTERPRISES INC,NA,660684
2018,NA,"ELECTRIC ENTERTAINMENT, LLC","ELECTRIC ENTERTAINMENT, LLC",NA,26600
2018,NA,ELIXIR TECHNOLOGIES CORPORATION,ELIXIR TECHNOLOGIES CORPORATION,NA,35918
2018,NA,EMH ENVIRONMENTAL INC,EMH ENVIRONMENTAL INC,NA,763719
2018,NA,EMJAY ENGINEERING AND CONSTRUCTION COMPANY INC,EMJAY ENGINEERING AND CONSTRUCTION COMPANY INC,NA,693718
2018,NA,EMPIRE LANDSCAPE LLC,EMPIRE LANDSCAPE LLC,NA,374829
2018,NA,EN NET SERVICES LLC,EN NET SERVICES LLC,NA,115390
2018,NA,ENCYCLOPAEDIA BRITANNICA INC.,ENCYCLOPAEDIA BRITANNICA INC.,NA,67378
2018,NA,ENERNOC INC,ENERNOC INC,NA,198700
2018,NA,ENGINEERED SERVICES INC,ENGINEERED SERVICES INC,NA,55013
2018,NA,ENSLOW PUBLISHING LLC,ENSLOW PUBLISHING LLC,NA,25591
2018,NA,ENVY BRANDS,ENVY BRANDS,NA,187302
2018,NA,EPISCOPAL CENTER FOR CHILDREN,EPISCOPAL CENTER FOR CHILDREN,NA,281301
2018,NA,"EPISERVER, INC",EPISERVER INC.,NA,352255
2018,NA,EQUAL OPPORTUNITY SCHOOLS,EQUAL OPPORTUNITY SCHOOLS,NA,273661
2018,NA,ERIC ARMIN INC,ERIC ARMIN INC,NA,32408
2018,NA,ESCHOOL SOLUTIONS LLC,ESCHOOL SOLUTIONS LLC,NA,115813
2018,NA,EVERYMIND INC,EVERYMIND INC,NA,41875
2018,NA,EXELON CORPORATION,EXELON CORPORATION,NA,3180242
2018,NA,"FACTS ON FILE, INC","FACTS ON FILE, INC",NA,36418
2018,NA,FALCON SECURITY,FALCON SECURITY,NA,27000
2018,NA,FERGUSON ENTERPRISES INC,FERGUSON ENTERPRISES INC,NA,126814
2018,NA,FINLEY ASPHALT & SEALING INC,FINLEY ASPHALT & SEALING INC,NA,2034069
2018,NA,FISHER SCIENTIFIC COMPANY,FISHER SCIENTIFIC COMPANY,NA,281381
2018,NA,FITCHCO INC,FITCHCO INC,NA,343943
2018,NA,FITZ FLOORING LLC,FITZ FLOORING LLC,NA,98420
2018,NA,FLAGHOUSE INC,FLAGHOUSE INC,NA,25203
2018,NA,FLINN SCIENTIFIC INC,FLINN SCIENTIFIC INC,NA,31687
2018,NA,FLOWERS FOODS INC,FLOWERS FOODS INC,NA,61586
2018,NA,FMR LLC,FMR LLC,NA,377037
2018,NA,FOLLETT SCHOOL SOLUTIONS INC,FOLLETT SCHOOL SOLUTIONS INC,NA,1716794
2018,NA,FOOD PRO CORP,FOOD PRO CORP,NA,151409
2018,NA,FORCE MULTIPLIER SOLUTIONS INC,FORCE MULTIPLIER SOLUTIONS INC,NA,381156
2018,NA,FORM PLASTICS COMPANY,FORM PLASTICS COMPANY,NA,366550
2018,NA,"FPC HOLDINGS, INC","FPC HOLDINGS, INC",NA,155129
2018,NA,FRANKEL ASSOCIATES INC,FRANKEL ASSOCIATES INC,NA,33920
2018,NA,FRONTLINE TECHNOLOGIES GROUP LLC,FRONTLINE TECHNOLOGIES GROUP LLC,NA,77486
2018,NA,FUNDS FOR LEARNING LLC,FUNDS FOR LEARNING LLC,NA,72500
2018,NA,FWD MEDIA INC,FWD MEDIA INC,NA,187535
2018,NA,GABRIEL ROEDER SMITH & COMPANY,GABRIEL ROEDER SMITH & COMPANY,NA,103000
2018,NA,GAITHERSBURG FARMERS SUPPLY INC,GAITHERSBURG FARMERS SUPPLY INC,NA,89737
2018,NA,GALE/CENGAGE LEARNING,GALE/CENGAGE LEARNING,NA,281989
2018,NA,GAMBRILLS EQUIPMENT CO INC,GAMBRILLS EQUIPMENT CO INC,NA,79581
2018,NA,GAME DAY INC,GAME DAY INC,NA,161543
2018,NA,GARETH STEVENS PUBLISHING,GARETH STEVENS PUBLISHING,NA,30701
2018,NA,GARTNER INC,GARTNER INC,NA,152900
2018,NA,"GEMBERLING, KATHERYN W","GEMBERLING, KATHERYN W",NA,37500
2018,NA,GENERAL MILLS FINANCE INC,GENERAL MILLS FINANCE INC,NA,450885
2018,NA,GIORGIO FOODS INC,GIORGIO FOODS INC,NA,445417
2018,NA,GLENNCO INC,GLENNCO INC,NA,205600
2018,NA,GLOBAL ENGINEERING SOLUTIONS,GLOBAL ENGINEERING SOLUTIONS,NA,107677
2018,NA,GOEL SERVICES INC,GOEL SERVICES INC,NA,148859
2018,NA,GRAFTON SCHOOL INC,GRAFTON SCHOOL INC,NA,162131
2018,NA,GRAYBAR ELECTRIC COMPANY INC,GRAYBAR ELECTRIC COMPANY INC,NA,27602
2018,NA,GREATER WASHINGTON COMMUNITY FOUNDATION,GREATER WASHINGTON COMMUNITY FOUNDATION,NA,125000
2018,NA,GREENMAN-PEDERSEN INC,GREENMAN-PEDERSEN INC,NA,60500
2018,NA,GREENWOOD PUBLISHING GROUP INC,GREENWOOD PUBLISHING GROUP INC,NA,212666
2018,NA,GREGORY PACKAGING INC,GREGORY PACKAGING INC,NA,28481
